,game_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,results
6898,2331136,2013,32. Matchday,2014-04-06,618,417,1,1,4.0,11.0,Christophe Galtier,Claude Puel,Stade Geoffroy-Guichard,31010.0,Antony Gautier,4-4-2 double 6,4-3-3 Attacking,AS Saint-Étienne,Olympique Gymnaste Club Nice Côte d'Azur,1:1,domestic_league,0
6899,2331137,2013,32. Matchday,2014-04-05,583,1421,3,0,1.0,9.0,Laurent Blanc,Hubert Fournier,Parc des Princes,46440.0,Laurent Duhamel,4-3-3 Defending,4-3-3 Attacking,Paris Saint-Germain Football Club,Stade Reims,3:0,domestic_league,1
6900,2331138,2013,32. Matchday,2014-04-05,595,750,2,2,10.0,19.0,Frédéric Hantz,Hervé Renard,Stade Armand-Cesari,12442.0,Amaury Delerue,4-4-2 double 6,4-2-3-1,SC Bastia,FC Sochaux-Montbéliard,2:2,domestic_league,0
6901,2331139,2013,37. Matchday,2014-05-10,1147,1421,2,1,20.0,9.0,Christian Bracconi,Hubert Fournier,Stade François-Coty,5534.0,Philippe Kalt,4-5-1 flat,4-3-3 Attacking,AC Ajaccio,Stade Reims,2:1,domestic_league,1
6902,2331140,2013,33. Matchday,2014-04-12,1147,40,1,1,20.0,7.0,Christian Bracconi,Francis Gillot,Stade François-Coty,6319.0,Sébastien Desiage,4-2-3-1,4-4-2 double 6,AC Ajaccio,FC Girondins Bordeaux,1:1,domestic_league,0
6903,2331141,2013,33. Matchday,2014-04-13,1041,583,1,0,5.0,1.0,Rémi Garde,Laurent Blanc,Stade de Gerland,38096.0,Clément Turpin,4-3-1-2,4-3-3 Attacking,Olympique Lyonnais,Paris Saint-Germain Football Club,1:0,domestic_league,1
6904,2331142,2013,31. Matchday,2014-03-29,969,1423,0,0,15.0,18.0,Rolland Courbis,Ariel Jacobs,Stade de la Mosson,17109.0,Philippe Kalt,4-3-1-2,4-4-1-1,Montpellier HSC,Valenciennes FC,0:0,domestic_league,0
6905,2331143,2013,32. Matchday,2014-04-04,244,1147,3,1,6.0,20.0,José Anigo,Christian Bracconi,Orange Vélodrome,34992.0,Stéphane Lannoy,4-3-3 Attacking,5-3-2,Olympique de Marseille,AC Ajaccio,3:1,domestic_league,1
6906,2331144,2013,37. Matchday,2014-05-10,1423,162,1,2,19.0,2.0,Ariel Jacobs,Claudio Ranieri,Stade du Hainaut,13006.0,Bartolomeu Varela,4-4-2 double 6,4-4-2 double 6,Valenciennes FC,Association sportive de Monaco Football Club,1:2,domestic_league,-1
6907,2331145,2013,37. Matchday,2014-05-10,14171,417,2,0,17.0,16.0,Pascal Dupraz,Claude Puel,Parc des Sports d’Annecy,14189.0,Benoît Bastien,4-2-3-1,4-2-3-1,Thonon Évian Grand Genève FC,Olympique Gymnaste Club Nice Côte d'Azur,2:0,domestic_league,1
6908,2331146,2013,37. Matchday,2014-05-10,1082,583,1,3,3.0,1.0,René Girard,Laurent Blanc,Decathlon Arena-Stade Pierre-Mauroy,48960.0,Ruddy Buquet,4-3-1-2,4-3-3 Attacking,Lille Olympique Sporting Club,Paris Saint-Germain Football Club,1:3,domestic_league,-1
6909,2331147,2013,37. Matchday,2014-05-10,273,750,1,2,13.0,18.0,Philippe Montanier,Hervé Renard,Roazhon Park,16228.0,Nicolas Rainville,4-3-3 Attacking,4-2-3-1,Stade Rennais Football Club,FC Sochaux-Montbéliard,1:2,domestic_league,-1
6910,2331148,2013,37. Matchday,2014-05-10,855,415,2,0,15.0,11.0,Jocelyn Gourvennec,Alain Casanova,Stade du Roudourou,18031.0,Clément Turpin,4-4-2 double 6,3-5-2 flat,EA Guingamp,Toulouse Football Club,2:0,domestic_league,1
6911,2331149,2013,31. Matchday,2014-03-29,1147,415,2,2,20.0,8.0,Christian Bracconi,Alain Casanova,Stade François-Coty,5961.0,Nicolas Rainville,5-4-1 Diamond,3-5-2 flat,AC Ajaccio,Toulouse Football Club,2:2,domestic_league,0
6912,2331150,2013,36. Matchday,2014-05-04,244,1041,4,2,6.0,5.0,José Anigo,Rémi Garde,Orange Vélodrome,37842.0,Lionel Jaffredo,4-2-3-1,4-3-1-2,Olympique de Marseille,Olympique Lyonnais,4:2,domestic_league,1
6913,2331151,2013,36. Matchday,2014-05-04,415,995,1,1,10.0,11.0,Alain Casanova,Michel Der Zakarian,Stadium Municipal,21200.0,Mikael Lesage,3-5-2 Attacking,4-1-4-1,Toulouse Football Club,Football Club de Nantes,1:1,domestic_league,0
6914,2331152,2013,36. Matchday,2014-05-04,618,969,2,0,4.0,14.0,Christophe Galtier,Rolland Courbis,Stade Geoffroy-Guichard,34659.0,Amaury Delerue,4-2-3-1,4-3-3 Attacking,AS Saint-Étienne,Montpellier HSC,2:0,domestic_league,1
6915,2331153,2013,35. Matchday,2014-04-26,14171,618,1,2,17.0,4.0,Pascal Dupraz,Christophe Galtier,Parc des Sports d’Annecy,14771.0,Nicolas Rainville,4-2-3-1,4-2-3-1,Thonon Évian Grand Genève FC,AS Saint-Étienne,1:2,domestic_league,-1
6916,2331154,2013,36. Matchday,2014-05-04,1158,1147,1,0,9.0,20.0,Christian Gourcuff,Christian Bracconi,Stade du Moustoir,15496.0,Alexandre Castro,4-4-2 double 6,4-5-1 flat,Football Club Lorient-Bretagne Sud,AC Ajaccio,1:0,domestic_league,1
6917,2331155,2013,36. Matchday,2014-05-04,1423,40,0,1,19.0,7.0,Ariel Jacobs,Francis Gillot,Stade du Hainaut,12784.0,Stéphane Jochem,4-4-2 double 6,4-4-2 double 6,Valenciennes FC,FC Girondins Bordeaux,0:1,domestic_league,-1
6918,2331156,2013,36. Matchday,2014-05-04,750,417,2,0,18.0,15.0,Hervé Renard,Claude Puel,Stade Auguste-Bonal,18729.0,Fredy Fautrel,4-2-3-1,4-2-3-1,FC Sochaux-Montbéliard,Olympique Gymnaste Club Nice Côte d'Azur,2:0,domestic_league,1
6919,2331157,2013,36. Matchday,2014-05-07,583,273,1,2,1.0,13.0,Laurent Blanc,Philippe Montanier,Parc des Princes,45625.0,Antony Gautier,4-3-3 Attacking,4-3-3 Attacking,Paris Saint-Germain Football Club,Stade Rennais Football Club,1:2,domestic_league,-1
6920,2331158,2013,37. Matchday,2014-05-10,1041,1158,0,1,5.0,8.0,Rémi Garde,Christian Gourcuff,Stade de Gerland,39533.0,Antony Gautier,4-3-1-2,4-4-2 double 6,Olympique Lyonnais,Football Club Lorient-Bretagne Sud,0:1,domestic_league,-1
6921,2331159,2013,37. Matchday,2014-05-10,40,244,1,1,7.0,6.0,Francis Gillot,José Anigo,Matmut Atlantique,31555.0,Benoît Millot,4-4-2 double 6,4-2-3-1,FC Girondins Bordeaux,Olympique de Marseille,1:1,domestic_league,0
6922,2331160,2013,37. Matchday,2014-05-10,995,618,1,3,12.0,4.0,Michel Der Zakarian,Christophe Galtier,Stade de la Beaujoire,36609.0,Olivier Thual,4-2-3-1,4-2-3-1,Football Club de Nantes,AS Saint-Étienne,1:3,domestic_league,-1
6923,2331161,2013,36. Matchday,2014-05-04,1421,14171,1,0,8.0,17.0,Hubert Fournier,Pascal Dupraz,Stade Auguste-Delaune,13014.0,Said Ennjimi,4-3-3 Attacking,4-4-2 double 6,Stade Reims,Thonon Évian Grand Genève FC,1:0,domestic_league,1
6924,2331162,2013,36. Matchday,2014-05-07,162,855,1,1,2.0,16.0,Claudio Ranieri,Jocelyn Gourvennec,Stade Louis-II,7683.0,Stéphane Lannoy,4-3-1-2,4-4-2 double 6,Association sportive de Monaco Football Club,EA Guingamp,1:1,domestic_league,0
6925,2331163,2013,35. Matchday,2014-04-27,1082,40,2,1,3.0,7.0,René Girard,Francis Gillot,Decathlon Arena-Stade Pierre-Mauroy,40644.0,Clément Turpin,4-3-3 Attacking,4-4-2 double 6,Lille Olympique Sporting Club,FC Girondins Bordeaux,2:1,domestic_league,1
6926,2331164,2013,35. Matchday,2014-04-26,273,1158,1,1,15.0,12.0,Philippe Montanier,Christian Gourcuff,Roazhon Park,23069.0,Bartolomeu Varela,4-3-3 Attacking,4-4-2 double 6,Stade Rennais Football Club,Football Club Lorient-Bretagne Sud,1:1,domestic_league,0
6927,2331165,2013,35. Matchday,2014-04-26,969,415,2,1,13.0,9.0,Rolland Courbis,Alain Casanova,Stade de la Mosson,14618.0,Tony Chapron,4-3-1-2,3-5-2 flat,Montpellier HSC,Toulouse Football Club,2:1,domestic_league,1
6928,2331166,2013,36. Matchday,2014-05-02,595,1082,1,1,12.0,3.0,Frédéric Hantz,René Girard,Stade Armand-Cesari,12702.0,Laurent Duhamel,4-2-3-1,4-3-1-2,SC Bastia,Lille Olympique Sporting Club,1:1,domestic_league,0
6929,2331167,2013,35. Matchday,2014-04-27,1041,595,4,1,5.0,11.0,Rémi Garde,Frédéric Hantz,Stade de Gerland,36958.0,Benoît Millot,4-3-1-2,4-4-2 double 6,Olympique Lyonnais,SC Bastia,4:1,domestic_league,1
6930,2331168,2013,35. Matchday,2014-04-25,995,244,1,1,10.0,6.0,Michel Der Zakarian,José Anigo,Stade de la Beaujoire,35959.0,Benoît Bastien,4-1-4-1,4-2-3-1,Football Club de Nantes,Olympique de Marseille,1:1,domestic_league,0
6931,2331169,2013,37. Matchday,2014-05-10,969,595,0,2,14.0,10.0,Rolland Courbis,Frédéric Hantz,Stade de la Mosson,13969.0,Sébastien Desiage,4-2-3-1,4-2-3-1,Montpellier HSC,SC Bastia,0:2,domestic_league,-1
6932,2331170,2013,35. Matchday,2014-04-26,417,1421,1,0,14.0,8.0,Claude Puel,Hubert Fournier,Allianz Riviera,20372.0,Wilfried Bien,4-2-3-1,4-3-3 Attacking,Olympique Gymnaste Club Nice Côte d'Azur,Stade Reims,1:0,domestic_league,1
6933,2331171,2013,35. Matchday,2014-04-26,855,1423,1,0,16.0,19.0,Jocelyn Gourvennec,Ariel Jacobs,Stade du Roudourou,16712.0,Ruddy Buquet,4-4-2 double 6,4-3-3 Attacking,EA Guingamp,Valenciennes FC,1:0,domestic_league,1
6934,2331172,2013,34. Matchday,2014-04-20,1421,750,0,1,8.0,18.0,Hubert Fournier,Hervé Renard,Stade Auguste-Delaune,14493.0,Stéphane Jochem,4-2-3-1,4-2-3-1,Stade Reims,FC Sochaux-Montbéliard,0:1,domestic_league,-1
6935,2331173,2013,35. Matchday,2014-04-26,1147,162,1,4,20.0,2.0,Christian Bracconi,Claudio Ranieri,Stade François-Coty,6622.0,Said Ennjimi,4-4-2 double 6,4-3-1-2,AC Ajaccio,Association sportive de Monaco Football Club,1:4,domestic_league,-1
6936,2331174,2013,35. Matchday,2014-04-27,750,583,1,1,18.0,1.0,Hervé Renard,Laurent Blanc,Stade Auguste-Bonal,19504.0,Sébastien Desiage,4-2-3-1,4-3-3 Attacking,FC Sochaux-Montbéliard,Paris Saint-Germain Football Club,1:1,domestic_league,0
6937,2331175,2013,38. Matchday,2014-05-17,618,1147,3,1,4.0,20.0,Christophe Galtier,Christian Bracconi,Stade Geoffroy-Guichard,37201.0,Stéphane Lannoy,4-2-3-1,4-2-3-1,AS Saint-Étienne,AC Ajaccio,3:1,domestic_league,1
6938,2331176,2013,38. Matchday,2014-05-17,162,40,1,1,2.0,7.0,Claudio Ranieri,Francis Gillot,Stade Louis-II,7896.0,Tony Chapron,4-4-2 double 6,4-2-3-1,Association sportive de Monaco Football Club,FC Girondins Bordeaux,1:1,domestic_league,0
6939,2331177,2013,38. Matchday,2014-05-17,415,1423,3,1,9.0,19.0,Alain Casanova,Ariel Jacobs,Stadium Municipal,20183.0,Alexandre Castro,3-5-2 flat,4-4-2 double 6,Toulouse Football Club,Valenciennes FC,3:1,domestic_league,1
6940,2331178,2013,38. Matchday,2014-05-17,750,14171,0,3,18.0,14.0,Hervé Renard,Pascal Dupraz,Stade Auguste-Bonal,19905.0,Clément Turpin,4-2-3-1,4-2-3-1,FC Sochaux-Montbéliard,Thonon Évian Grand Genève FC,0:3,domestic_league,-1
6941,2331179,2013,38. Matchday,2014-05-17,1158,1082,1,4,8.0,3.0,Christian Gourcuff,René Girard,Stade du Moustoir,16593.0,Nicolas Rainville,4-4-2 double 6,4-3-1-2,Football Club Lorient-Bretagne Sud,Lille Olympique Sporting Club,1:4,domestic_league,-1
6942,2331180,2013,38. Matchday,2014-05-17,417,1041,0,1,17.0,5.0,Claude Puel,Rémi Garde,Allianz Riviera,28405.0,Said Ennjimi,4-2-3-1,4-3-1-2,Olympique Gymnaste Club Nice Côte d'Azur,Olympique Lyonnais,0:1,domestic_league,-1
6943,2331181,2013,38. Matchday,2014-05-17,583,969,4,0,1.0,15.0,Laurent Blanc,Rolland Courbis,Parc des Princes,46206.0,Laurent Duhamel,4-3-3 Attacking,4-3-1-2,Paris Saint-Germain Football Club,Montpellier HSC,4:0,domestic_league,1
6944,2331182,2013,38. Matchday,2014-05-17,595,995,0,0,10.0,13.0,Frédéric Hantz,Michel Der Zakarian,Stade Armand-Cesari,14994.0,Wilfried Bien,4-2-3-1,4-2-3-1,SC Bastia,Football Club de Nantes,0:0,domestic_league,0
6945,2331183,2013,38. Matchday,2014-05-17,1421,273,1,3,11.0,12.0,Hubert Fournier,Philippe Montanier,Stade Auguste-Delaune,15053.0,Stéphane Jochem,4-3-3 Attacking,4-3-3 Attacking,Stade Reims,Stade Rennais Football Club,1:3,domestic_league,-1
6946,2331184,2013,38. Matchday,2014-05-17,244,855,1,0,6.0,16.0,José Anigo,Jocelyn Gourvennec,Orange Vélodrome,37904.0,Amaury Delerue,4-2-3-1,4-4-2 double 6,Olympique de Marseille,EA Guingamp,1:0,domestic_league,1
6947,2331185,2013,1. Matchday,2013-08-09,969,583,1,1,11.0,9.0,Jean Fernandez,Laurent Blanc,Stade de la Mosson,27717.0,Lionel Jaffredo,4-3-3 Defending,4-4-2 double 6,Montpellier HSC,Paris Saint-Germain Football Club,1:1,domestic_league,0
9546,2353754,2013,1. Matchday,2013-08-10,273,1421,2,1,5.0,14.0,Philippe Montanier,Hubert Fournier,Roazhon Park,17068.0,Wilfried Bien,4-3-3 Attacking,4-1-4-1,Stade Rennais Football Club,Stade Reims,2:1,domestic_league,1
9547,2353755,2013,1. Matchday,2013-08-10,40,162,0,2,18.0,4.0,Francis Gillot,Claudio Ranieri,Matmut Atlantique,32158.0,Laurent Duhamel,4-2-3-1,4-2-3-1,FC Girondins Bordeaux,Association sportive de Monaco Football Club,0:2,domestic_league,-1
9548,2353756,2013,1. Matchday,2013-08-10,14171,750,1,1,12.0,10.0,Pascal Dupraz,Eric Hély,Parc des Sports d’Annecy,10287.0,Philippe Kalt,4-2-3-1,4-4-2 double 6,Thonon Évian Grand Genève FC,FC Sochaux-Montbéliard,1:1,domestic_league,0
9549,2353757,2013,1. Matchday,2013-08-10,1082,1158,1,0,7.0,16.0,René Girard,Christian Gourcuff,Decathlon Arena-Stade Pierre-Mauroy,36362.0,Tony Chapron,4-3-1-2,4-4-2 double 6,Lille Olympique Sporting Club,Football Club Lorient-Bretagne Sud,1:0,domestic_league,1
9550,2353758,2013,1. Matchday,2013-08-10,1041,417,4,0,1.0,20.0,Rémi Garde,Claude Puel,Stade de Gerland,23552.0,Fredy Fautrel,4-2-3-1,4-2-3-1,Olympique Lyonnais,Olympique Gymnaste Club Nice Côte d'Azur,4:0,domestic_league,1
9551,2353759,2013,1. Matchday,2013-08-10,995,595,0,0,13.0,8.0,Michel Der Zakarian,Frédéric Hantz,Stade de la Beaujoire,24727.0,Clément Turpin,4-4-2 double 6,4-2-3-1,Football Club de Nantes,SC Bastia,0:0,domestic_league,0
9552,2353760,2013,1. Matchday,2013-08-10,1423,415,3,0,2.0,19.0,Daniel Sanchez,Alain Casanova,Stade du Hainaut,12261.0,Stéphane Jochem,4-3-3 Attacking,3-5-2 Attacking,Valenciennes FC,Toulouse Football Club,3:0,domestic_league,1
9553,2353761,2013,1. Matchday,2013-08-11,1147,618,0,1,15.0,6.0,Fabrizio Ravanelli,Christophe Galtier,Stade François-Coty,7948.0,Bartolomeu Varela,4-2-3-1,4-3-3 Attacking,AC Ajaccio,AS Saint-Étienne,0:1,domestic_league,-1
9554,2353762,2013,2. Matchday,2013-08-18,1158,995,2,1,10.0,19.0,Christian Gourcuff,Michel Der Zakarian,Stade du Moustoir,16614.0,Sébastien Desiage,4-4-2 double 6,4-4-2 double 6,Football Club Lorient-Bretagne Sud,Football Club de Nantes,2:1,domestic_league,1
9555,2353763,2013,2. Matchday,2013-08-18,583,1147,1,1,12.0,13.0,Laurent Blanc,Fabrizio Ravanelli,Parc des Princes,44413.0,Nicolas Rainville,4-4-2 double 6,4-3-3 Attacking,Paris Saint-Germain Football Club,AC Ajaccio,1:1,domestic_league,0
9556,2353764,2013,2. Matchday,2013-08-16,750,1041,1,3,14.0,1.0,Eric Hély,Rémi Garde,Stade Auguste-Bonal,13857.0,Said Ennjimi,4-4-2 double 6,4-2-3-1,FC Sochaux-Montbéliard,Olympique Lyonnais,1:3,domestic_league,-1
9557,2353765,2013,2. Matchday,2013-08-18,162,969,4,1,2.0,17.0,Claudio Ranieri,Jean Fernandez,Stade Louis-II,14753.0,Benoît Millot,4-4-2 double 6,4-2-3-1,Association sportive de Monaco Football Club,Montpellier HSC,4:1,domestic_league,1
9558,2353766,2013,2. Matchday,2013-08-17,595,1423,2,0,5.0,6.0,Frédéric Hantz,Daniel Sanchez,Stade Armand-Cesari,15425.0,Benoît Bastien,4-4-2 double 6,4-1-4-1,SC Bastia,Valenciennes FC,2:0,domestic_league,1
9559,2353767,2013,2. Matchday,2013-08-17,417,273,2,1,11.0,7.0,Claude Puel,Philippe Montanier,Stade du Ray,,Antony Gautier,4-2-3-1,4-2-3-1,Olympique Gymnaste Club Nice Côte d'Azur,Stade Rennais Football Club,2:1,domestic_league,1
9560,2353768,2013,2. Matchday,2013-08-17,1421,1082,2,1,8.0,9.0,Hubert Fournier,René Girard,Stade Auguste-Delaune,14199.0,Mikael Lesage,4-3-3 Attacking,4-3-1-2,Stade Reims,Lille Olympique Sporting Club,2:1,domestic_league,1
9561,2353769,2013,2. Matchday,2013-08-17,618,855,1,0,4.0,20.0,Christophe Galtier,Jocelyn Gourvennec,Stade Geoffroy-Guichard,26481.0,Ruddy Buquet,4-3-3 Attacking,4-3-3 Attacking,AS Saint-Étienne,EA Guingamp,1:0,domestic_league,1
9562,2353770,2013,2. Matchday,2013-08-17,415,40,1,1,18.0,15.0,Alain Casanova,Francis Gillot,Stadium Municipal,13111.0,Tony Chapron,3-5-2,4-3-3 Attacking,Toulouse Football Club,FC Girondins Bordeaux,1:1,domestic_league,0
9563,2353771,2013,1. Matchday,2013-08-11,855,244,1,3,17.0,3.0,Jocelyn Gourvennec,Élie Baup,Stade du Roudourou,18155.0,Said Ennjimi,4-4-2 double 6,4-2-3-1,EA Guingamp,Olympique de Marseille,1:3,domestic_league,-1
9566,2355375,2013,2. Matchday,2013-08-17,244,14171,2,0,3.0,16.0,Élie Baup,Pascal Dupraz,Orange Vélodrome,42524.0,Bartolomeu Varela,4-2-3-1,4-2-3-1,Olympique de Marseille,Thonon Évian Grand Genève FC,2:0,domestic_league,1
13781,2482105,2014,1. Matchday,2014-08-08,1421,583,2,2,11.0,10.0,Jean-Luc Vasseur,Laurent Blanc,Stade Auguste-Delaune,18540.0,Stéphane Lannoy,4-3-3 Attacking,4-3-3 Attacking,Stade Reims,Paris Saint-Germain Football Club,2:2,domestic_league,0
13782,2482106,2014,1. Matchday,2014-08-09,595,244,3,3,9.0,8.0,Claude Makélélé,Marcelo Bielsa,Stade Armand-Cesari,16480.0,Lionel Jaffredo,4-2-3-1,3-3-3-1,SC Bastia,Olympique de Marseille,3:3,domestic_league,0
13783,2482107,2014,1. Matchday,2014-08-09,14171,1162,0,3,20.0,1.0,Pascal Dupraz,Patrice Garande,Parc des Sports d’Annecy,9915.0,Said Ennjimi,4-2-3-1,4-3-3 Attacking,Thonon Évian Grand Genève FC,SM Caen,0:3,domestic_league,-1
13784,2482108,2014,1. Matchday,2014-08-09,855,618,0,2,19.0,2.0,Jocelyn Gourvennec,Christophe Galtier,Stade de Roudourou,16852.0,Mikael Lesage,4-4-2 double 6,4-3-3 Attacking,EA Guingamp,AS Saint-Étienne,0:2,domestic_league,-1
13785,2482109,2014,1. Matchday,2014-08-09,1082,347,0,0,13.0,12.0,René Girard,Albert Cartier,Decathlon Arena-Stade Pierre-Mauroy,34327.0,Fredy Fautrel,4-3-3 Attacking,4-2-3-1,Lille Olympique Sporting Club,Football Club de Metz,0:0,domestic_league,0
13786,2482110,2014,1. Matchday,2014-08-09,969,40,0,1,17.0,6.0,Rolland Courbis,Willy Sagnol,Stade de la Mosson,15190.0,Wilfried Bien,4-2-3-1,4-2-3-1,Montpellier HSC,FC Girondins Bordeaux,0:1,domestic_league,-1
13787,2482111,2014,1. Matchday,2014-08-09,995,826,1,0,7.0,16.0,Michel Der Zakarian,Antoine Kombouaré,Stade de la Beaujoire,27964.0,Sébastien Desiage,4-2-3-1,4-3-3 Attacking,Football Club de Nantes,Racing Club de Lens,1:0,domestic_league,1
13788,2482112,2014,1. Matchday,2014-08-09,417,415,3,2,4.0,14.0,Claude Puel,Alain Casanova,Allianz Riviera,19474.0,Frank Schneider,4-3-3 Attacking,3-5-2 flat,Olympique Gymnaste Club Nice Côte d'Azur,Toulouse Football Club,3:2,domestic_league,1
13789,2482113,2014,1. Matchday,2014-08-10,1041,273,2,0,3.0,18.0,Hubert Fournier,Philippe Montanier,Stade de Gerland,27811.0,Benoît Millot,4-3-1-2,4-2-3-1,Olympique Lyonnais,Stade Rennais Football Club,2:0,domestic_league,1
13790,2482114,2014,1. Matchday,2014-08-10,162,1158,1,2,15.0,5.0,Leonardo Jardim,Sylvain Ripoll,Stade Louis-II,13960.0,Ruddy Buquet,4-2-3-1,4-4-2 double 6,Association sportive de Monaco Football Club,Football Club Lorient-Bretagne Sud,1:2,domestic_league,-1
13791,2482115,2014,2. Matchday,2014-08-17,40,162,4,1,1.0,19.0,Willy Sagnol,Leonardo Jardim,Matmut Atlantique,28285.0,Tony Chapron,4-4-2 double 6,4-3-3 Attacking,FC Girondins Bordeaux,Association sportive de Monaco Football Club,4:1,domestic_league,1
13792,2482116,2014,2. Matchday,2014-08-15,1162,1082,0,1,9.0,7.0,Patrice Garande,René Girard,Stade Marie-Marvingt,12664.0,Sébastien Desiage,4-3-3 Attacking,4-3-1-2,SM Caen,Lille Olympique Sporting Club,0:1,domestic_league,-1
13793,2482117,2014,2. Matchday,2014-08-16,826,855,0,1,18.0,13.0,Antoine Kombouaré,Jocelyn Gourvennec,Stade Crédit Agricole la Licorne,9512.0,Sébastien Moreira,4-3-3 Attacking,4-4-2 double 6,Racing Club de Lens,EA Guingamp,0:1,domestic_league,-1
13794,2482118,2014,2. Matchday,2014-08-16,1158,417,0,0,6.0,4.0,Sylvain Ripoll,Claude Puel,Stade du Moustoir,13885.0,Said Ennjimi,4-4-2,4-3-3 Attacking,Football Club Lorient-Bretagne Sud,Olympique Gymnaste Club Nice Côte d'Azur,0:0,domestic_league,0
13795,2482119,2014,2. Matchday,2014-08-17,244,969,0,2,15.0,11.0,Marcelo Bielsa,Rolland Courbis,Orange Vélodrome,50774.0,Clément Turpin,4-2-3-1,4-2-3-1,Olympique de Marseille,Montpellier HSC,0:2,domestic_league,-1
13796,2482120,2014,2. Matchday,2014-08-16,347,995,1,1,14.0,5.0,Albert Cartier,Michel Der Zakarian,Stade Saint-Symphorien,20335.0,Alexandre Castro,4-4-2 double 6,4-2-3-1,Football Club de Metz,Football Club de Nantes,1:1,domestic_league,0
13797,2482121,2014,2. Matchday,2014-08-16,583,595,2,0,3.0,16.0,Laurent Blanc,Claude Makélélé,Parc des Princes,45258.0,Amaury Delerue,4-3-3 Attacking,4-2-3-1,Paris Saint-Germain Football Club,SC Bastia,2:0,domestic_league,1
13798,2482122,2014,2. Matchday,2014-08-16,273,14171,6,2,8.0,20.0,Philippe Montanier,Pascal Dupraz,Roazhon Park,17591.0,Olivier Thual,4-3-3 Attacking,4-5-1 flat,Stade Rennais Football Club,Thonon Évian Grand Genève FC,6:2,domestic_league,1
13799,2482123,2014,2. Matchday,2014-08-17,618,1421,3,1,2.0,17.0,Christophe Galtier,Jean-Luc Vasseur,Stade Geoffroy-Guichard,33810.0,Antony Gautier,4-3-3 Attacking,4-3-3 Attacking,AS Saint-Étienne,Stade Reims,3:1,domestic_league,1
13800,2482124,2014,2. Matchday,2014-08-16,415,1041,2,1,12.0,10.0,Alain Casanova,Hubert Fournier,Stadium Municipal,13275.0,Bartolomeu Varela,3-5-2 flat,4-4-2 Diamond,Toulouse Football Club,Olympique Lyonnais,2:1,domestic_league,1
13801,2482125,2014,3. Matchday,2014-08-23,595,415,1,0,11.0,14.0,Claude Makélélé,Alain Casanova,Stade Armand-Cesari,13797.0,Sébastien Moreira,4-2-3-1,3-5-2 flat,SC Bastia,Toulouse Football Club,1:0,domestic_league,1
13802,2482126,2014,3. Matchday,2014-08-22,14171,583,0,0,20.0,6.0,Pascal Dupraz,Laurent Blanc,Parc des Sports d’Annecy,14600.0,Benoît Bastien,4-4-2 double 6,4-3-3 Attacking,Thonon Évian Grand Genève FC,Paris Saint-Germain Football Club,0:0,domestic_league,0
13803,2482127,2014,3. Matchday,2014-08-23,855,244,0,1,16.0,9.0,Jocelyn Gourvennec,Marcelo Bielsa,Stade de Roudourou,16901.0,Benoît Millot,4-4-2 double 6,3-3-3-1,EA Guingamp,Olympique de Marseille,0:1,domestic_league,-1
13804,2482128,2014,3. Matchday,2014-08-23,1082,1158,2,0,3.0,12.0,René Girard,Sylvain Ripoll,Decathlon Arena-Stade Pierre-Mauroy,34860.0,Tony Chapron,4-3-1-2,4-4-2,Lille Olympique Sporting Club,Football Club Lorient-Bretagne Sud,2:0,domestic_league,1
13805,2482129,2014,3. Matchday,2014-08-24,1041,826,0,1,13.0,15.0,Hubert Fournier,Antoine Kombouaré,Stade de Gerland,24636.0,Lionel Jaffredo,4-3-1-2,4-3-3 Attacking,Olympique Lyonnais,Racing Club de Lens,0:1,domestic_league,-1
13806,2482130,2014,3. Matchday,2014-08-23,969,347,2,0,5.0,18.0,Rolland Courbis,Albert Cartier,Stade de la Mosson,12337.0,Antony Gautier,4-4-2,4-2-3-1,Montpellier HSC,Football Club de Metz,2:0,domestic_league,1
13807,2482131,2014,3. Matchday,2014-08-24,995,162,0,1,8.0,17.0,Michel Der Zakarian,Leonardo Jardim,Stade de la Beaujoire,27042.0,Amaury Delerue,4-2-3-1,4-3-3 Attacking,Football Club de Nantes,Association sportive de Monaco Football Club,0:1,domestic_league,-1
13808,2482132,2014,3. Matchday,2014-08-23,417,40,1,3,10.0,1.0,Claude Puel,Willy Sagnol,Allianz Riviera,22712.0,Stéphane Lannoy,4-3-3 Attacking,4-2-3-1,Olympique Gymnaste Club Nice Côte d'Azur,FC Girondins Bordeaux,1:3,domestic_league,-1
13809,2482133,2014,3. Matchday,2014-08-23,1421,1162,0,2,19.0,4.0,Jean-Luc Vasseur,Patrice Garande,Stade Auguste-Delaune,12015.0,Wilfried Bien,4-3-3 Attacking,4-3-3 Attacking,Stade Reims,SM Caen,0:2,domestic_league,-1
13810,2482134,2014,3. Matchday,2014-08-24,618,273,0,0,2.0,7.0,Christophe Galtier,Philippe Montanier,Stade Geoffroy-Guichard,30967.0,Ruddy Buquet,4-2-3-1,4-2-3-1,AS Saint-Étienne,Stade Rennais Football Club,0:0,domestic_league,0
